0.00, 0.00, 0.00
0.00, 0.00, 0.00
0.00, 0.00, 0.00
26.00, 187.00, 917.00
26.00, 187.00, 917.00
-229.00, 507.00, 983.00
-229.00, 507.00, 983.00
-183.00, 341.00, 868.00
-183.00, 341.00, 868.00
185.00, 326.00, 998.00
185.00, 326.00, 998.00
-520.00, 444.00, 901.00
-520.00, 444.00, 901.00
254.00, 318.00, 902.00
254.00, 318.00, 902.00
-390.00, 459.00, 889.00
-390.00, 459.00, 889.00
-390.00, 459.00, 889.00
-175.00, 316.00, 860.00
-175.00, 316.00, 860.00
-175.00, 316.00, 860.00
222.00, 343.00, 990.00
222.00, 343.00, 990.00
222.00, 343.00, 990.00
-628.00, 459.00, 890.00
-628.00, 459.00, 890.00
-628.00, 459.00, 890.00
236.00, 241.00, 1057.00
236.00, 241.00, 1057.00
236.00, 241.00, 1057.00
-300.00, 518.00, 934.00
-300.00, 518.00, 934.00
-300.00, 518.00, 934.00
-207.00, 339.00, 820.00
-207.00, 339.00, 820.00
-207.00, 339.00, 820.00
140.00, 244.00, 1045.00
140.00, 244.00, 1045.00
140.00, 244.00, 1045.00
-442.00, 497.00, 955.00
-442.00, 497.00, 955.00
-442.00, 497.00, 955.00
104.00, 213.00, 967.00
104.00, 213.00, 967.00
104.00, 213.00, 967.00
-277.00, 514.00, 989.00
-277.00, 514.00, 989.00
-277.00, 514.00, 989.00
-156.00, 341.00, 851.00
-156.00, 341.00, 851.00
99.00, 346.00, 999.00
99.00, 346.00, 999.00
99.00, 346.00, 999.00
99.00, 346.00, 999.00
-459.00, 465.00, 931.00
-459.00, 465.00, 931.00
-285.00, 483.00, 926.00
-285.00, 483.00, 926.00
-285.00, 483.00, 926.00
-285.00, 483.00, 926.00
-34.00, 166.00, 904.00
-34.00, 166.00, 904.00
-34.00, 166.00, 904.00
-33.00, 192.00, 909.00
-33.00, 192.00, 909.00
-33.00, 192.00, 909.00
-33.00, 192.00, 909.00
-283.00, 480.00, 956.00
-283.00, 480.00, 956.00
-396.00, 493.00, 913.00
-396.00, 493.00, 913.00
-396.00, 493.00, 913.00
-396.00, 493.00, 913.00
-192.00, 272.00, 816.00
-192.00, 272.00, 816.00
-140.00, 290.00, 904.00
-140.00, 290.00, 904.00
-140.00, 290.00, 904.00
-53.00, 251.00, 1017.00
-53.00, 251.00, 1017.00
-53.00, 251.00, 1017.00
-53.00, 251.00, 1017.00
113.00, 342.00, 978.00
113.00, 342.00, 978.00
113.00, 342.00, 978.00
113.00, 342.00, 978.00
-482.00, 462.00, 918.00
-482.00, 462.00, 918.00
-482.00, 462.00, 918.00
368.00, 260.00, 1046.00
368.00, 260.00, 1046.00
368.00, 260.00, 1046.00
368.00, 260.00, 1046.00
-606.00, 497.00, 943.00
-606.00, 497.00, 943.00
-397.00, 537.00, 921.00
-397.00, 537.00, 921.00
-397.00, 537.00, 921.00
-205.00, 247.00, 841.00
-177.00, 244.00, 883.00
-177.00, 244.00, 883.00
-177.00, 244.00, 883.00
-177.00, 244.00, 883.00
-177.00, 244.00, 883.00
-177.00, 244.00, 883.00
84.00, 312.00, 982.00
84.00, 312.00, 982.00
84.00, 312.00, 982.00
-560.00, 449.00, 898.00
-560.00, 449.00, 898.00
-560.00, 449.00, 898.00
-560.00, 449.00, 898.00
-415.00, 427.00, 923.00
-415.00, 427.00, 923.00
-415.00, 427.00, 923.00
-415.00, 427.00, 923.00
-415.00, 427.00, 923.00
-415.00, 427.00, 923.00
40.00, 189.00, 974.00
-18.00, 185.00, 956.00
-18.00, 185.00, 956.00
-18.00, 185.00, 956.00
-253.00, 555.00, 976.00
-253.00, 555.00, 976.00
-253.00, 555.00, 976.00
-253.00, 555.00, 976.00
-165.00, 223.00, 913.00
-165.00, 223.00, 913.00
-36.00, 302.00, 1023.00
-36.00, 302.00, 1023.00
-36.00, 302.00, 1023.00
-36.00, 302.00, 1023.00
-36.00, 302.00, 1023.00
-36.00, 302.00, 1023.00
-9.00, 290.00, 979.00
-9.00, 290.00, 979.00
-9.00, 290.00, 979.00
-518.00, 491.00, 861.00
-518.00, 491.00, 861.00
-518.00, 491.00, 861.00
-518.00, 491.00, 861.00
-427.00, 438.00, 917.00
-427.00, 438.00, 917.00
-427.00, 438.00, 917.00
-427.00, 438.00, 917.00
-427.00, 438.00, 917.00
-427.00, 438.00, 917.00
56.00, 227.00, 967.00
-17.00, 191.00, 977.00
-17.00, 191.00, 977.00
-17.00, 191.00, 977.00
-239.00, 584.00, 971.00
-239.00, 584.00, 971.00
-239.00, 584.00, 971.00
-194.00, 529.00, 968.00
-194.00, 529.00, 968.00
-194.00, 529.00, 968.00
-227.00, 272.00, 826.00
-227.00, 272.00, 826.00
-227.00, 272.00, 826.00
-227.00, 272.00, 826.00
-227.00, 272.00, 826.00
-227.00, 272.00, 826.00
-143.00, 214.00, 917.00
-143.00, 214.00, 917.00
-143.00, 214.00, 917.00
-64.00, 353.00, 1038.00
-64.00, 353.00, 1038.00
-64.00, 353.00, 1038.00
-102.00, 330.00, 956.00
-102.00, 330.00, 956.00
-102.00, 330.00, 956.00
-464.00, 504.00, 891.00
-464.00, 504.00, 891.00
-464.00, 504.00, 891.00
-464.00, 504.00, 891.00
-479.00, 439.00, 928.00
-479.00, 439.00, 928.00
-479.00, 439.00, 928.00
92.00, 225.00, 950.00
92.00, 225.00, 950.00
92.00, 225.00, 950.00
92.00, 225.00, 950.00
36.00, 208.00, 997.00
36.00, 208.00, 997.00
36.00, 208.00, 997.00
36.00, 208.00, 997.00
36.00, 208.00, 997.00
36.00, 208.00, 997.00
-229.00, 594.00, 930.00
-516.00, 507.00, 909.00
73.00, 243.00, 962.00
73.00, 243.00, 962.00
73.00, 243.00, 962.00
73.00, 243.00, 962.00
73.00, 243.00, 962.00
-55.00, 401.00, 1002.00
-55.00, 401.00, 1002.00
-55.00, 401.00, 1002.00
-55.00, 401.00, 1002.00
-55.00, 401.00, 1002.00
-55.00, 401.00, 1002.00
-421.00, 522.00, 880.00
-323.00, 475.00, 952.00
-4.00, 248.00, 918.00
-4.00, 248.00, 918.00
-4.00, 248.00, 918.00
-4.00, 248.00, 918.00
-4.00, 248.00, 918.00
124.00, 287.00, 935.00
124.00, 287.00, 935.00
124.00, 287.00, 935.00
-334.00, 530.00, 924.00
-334.00, 530.00, 924.00
-334.00, 530.00, 924.00
-334.00, 530.00, 924.00
-334.00, 530.00, 924.00
-375.00, 547.00, 950.00
-102.00, 214.00, 900.00
-56.00, 393.00, 1017.00
-56.00, 393.00, 1017.00
-56.00, 393.00, 1017.00
-56.00, 393.00, 1017.00
-56.00, 393.00, 1017.00
5.00, 431.00, 998.00
5.00, 431.00, 998.00
5.00, 431.00, 998.00
5.00, 431.00, 998.00
5.00, 431.00, 998.00
5.00, 431.00, 998.00
-405.00, 435.00, 869.00
-300.00, 460.00, 960.00
-300.00, 460.00, 960.00
-300.00, 460.00, 960.00
11.00, 239.00, 909.00
11.00, 239.00, 909.00
11.00, 239.00, 909.00
11.00, 239.00, 909.00
194.00, 283.00, 939.00
194.00, 283.00, 939.00
-402.00, 549.00, 924.00
-402.00, 549.00, 924.00
-402.00, 549.00, 924.00
-402.00, 549.00, 924.00
-402.00, 549.00, 924.00
-402.00, 549.00, 924.00
-552.00, 554.00, 927.00
-64.00, 184.00, 868.00
-64.00, 184.00, 868.00
-64.00, 184.00, 868.00
-64.00, 184.00, 868.00
-64.00, 184.00, 868.00
-53.00, 175.00, 878.00
-83.00, 437.00, 1018.00
-83.00, 437.00, 1018.00
-83.00, 437.00, 1018.00
-83.00, 437.00, 1018.00
-83.00, 437.00, 1018.00
-83.00, 437.00, 1018.00
-183.00, 434.00, 962.00
-183.00, 434.00, 962.00
-393.00, 435.00, 912.00
-393.00, 435.00, 912.00
-393.00, 435.00, 912.00
-393.00, 435.00, 912.00
-393.00, 435.00, 912.00
-543.00, 413.00, 855.00
463.00, 289.00, 1041.00
463.00, 289.00, 1041.00
463.00, 289.00, 1041.00
463.00, 289.00, 1041.00
463.00, 289.00, 1041.00
463.00, 289.00, 1041.00
462.00, 293.00, 1048.00
-660.00, 524.00, 909.00
-487.00, 575.00, 895.00
-47.00, 180.00, 802.00
-47.00, 180.00, 802.00
-47.00, 180.00, 802.00
-47.00, 180.00, 802.00
-47.00, 180.00, 802.00
-47.00, 180.00, 802.00
-49.00, 180.00, 884.00
-49.00, 180.00, 884.00
-49.00, 180.00, 884.00
-49.00, 180.00, 884.00
-49.00, 180.00, 884.00
-49.00, 180.00, 884.00
-45.00, 441.00, 1006.00
-45.00, 441.00, 1006.00
-154.00, 472.00, 952.00
-399.00, 391.00, 852.00
-399.00, 391.00, 852.00
-399.00, 391.00, 852.00
-399.00, 391.00, 852.00
-289.00, 409.00, 925.00
29.00, 223.00, 968.00
29.00, 223.00, 968.00
29.00, 223.00, 968.00
29.00, 223.00, 968.00
29.00, 223.00, 968.00
29.00, 223.00, 968.00
-275.00, 543.00, 948.00
128.00, 278.00, 935.00
-371.00, 538.00, 919.00
-371.00, 538.00, 919.00
-371.00, 538.00, 919.00
-371.00, 538.00, 919.00
-371.00, 538.00, 919.00
-200.00, 564.00, 908.00
-109.00, 185.00, 838.00
-109.00, 185.00, 838.00
-109.00, 185.00, 838.00
-109.00, 185.00, 838.00
-109.00, 185.00, 838.00
-109.00, 185.00, 838.00
-102.00, 203.00, 856.00
-56.00, 427.00, 1035.00
-56.00, 427.00, 1035.00
-56.00, 427.00, 1035.00
-56.00, 427.00, 1035.00
-56.00, 427.00, 1035.00
-128.00, 469.00, 968.00
-128.00, 469.00, 968.00
-377.00, 392.00, 832.00
-377.00, 392.00, 832.00
-377.00, 392.00, 832.00
-377.00, 392.00, 832.00
-377.00, 392.00, 832.00
-377.00, 392.00, 832.00
-208.00, 389.00, 914.00
10.00, 211.00, 954.00
10.00, 211.00, 954.00
10.00, 211.00, 954.00
10.00, 211.00, 954.00
10.00, 211.00, 954.00
10.00, 211.00, 954.00
96.00, 294.00, 950.00
-383.00, 516.00, 929.00
-383.00, 516.00, 929.00
-383.00, 516.00, 929.00
-383.00, 516.00, 929.00
-383.00, 516.00, 929.00
-383.00, 516.00, 929.00
-34.00, 226.00, 916.00
-255.00, 458.00, 923.00
-301.00, 349.00, 827.00
-301.00, 349.00, 827.00
-301.00, 349.00, 827.00
-301.00, 349.00, 827.00
-301.00, 349.00, 827.00
-301.00, 349.00, 827.00
-257.00, 384.00, 876.00
37.00, 198.00, 1020.00
37.00, 198.00, 1020.00
37.00, 198.00, 1020.00
37.00, 198.00, 1020.00
37.00, 198.00, 1020.00
37.00, 198.00, 1020.00
132.00, 302.00, 959.00
-453.00, 481.00, 956.00
-453.00, 481.00, 956.00
-453.00, 481.00, 956.00
-453.00, 481.00, 956.00
-453.00, 481.00, 956.00
-587.00, 468.00, 942.00
-587.00, 468.00, 942.00
132.00, 232.00, 960.00
132.00, 232.00, 960.00
132.00, 232.00, 960.00
132.00, 232.00, 960.00
132.00, 232.00, 960.00
399.00, 251.00, 983.00
399.00, 251.00, 983.00
-510.00, 429.00, 952.00
-510.00, 429.00, 952.00
-116.00, 523.00, 943.00
-116.00, 523.00, 943.00
-344.00, 329.00, 826.00
-344.00, 329.00, 826.00
-344.00, 329.00, 826.00
-344.00, 329.00, 826.00
-344.00, 329.00, 826.00
-344.00, 329.00, 826.00
-34.00, 216.00, 1031.00
